Year,Make,Model,Class,Transmission,Cylinders,Engine,FuelType,City,Highway,Combined
1985,Alfa Romeo,Spider Veloce 2000,Two Seaters,Manual 5-spd,4,2,Regular,19,25,21
1985,Ferrari,Testarossa,Two Seaters,Manual 5-spd,12,4.9,Regular,9,14,11
1985,Dodge,Charger,Subcompact Cars,Manual 5-spd,4,2.2,Regular,23,33,27
1985,Dodge,B150/B250 Wagon 2WD,Vans,Automatic 3-spd,8,5.2,Regular,10,12,11
1993,Subaru,Legacy AWD Turbo,Compact Cars,Manual 5-spd,4,2.2,Premium,17,23,19
1993,Subaru,Loyale,Compact Cars,Automatic 3-spd,4,1.8,Regular,21,24,22
1993,Subaru,Loyale,Compact Cars,Manual 5-spd,4,1.8,Regular,22,29,25
1993,Toyota,Corolla,Compact Cars,Automatic 3-spd,4,1.6,Regular,23,26,24
1993,Toyota,Corolla,Compact Cars,Manual 5-spd,4,1.6,Regular,23,31,26
1993,Toyota,Corolla,Compact Cars,Automatic 4-spd,4,1.8,Regular,23,30,25
1993,Toyota,Corolla,Compact Cars,Manual 5-spd,4,1.8,Regular,23,30,26
1993,Volkswagen,Golf III / GTI,Compact Cars,Automatic 4-spd,4,2,Regular,18,26,21
1993,Volkswagen,Golf III / GTI,Compact Cars,Manual 5-spd,4,2,Regular,21,29,24
1993,Volkswagen,Jetta III,Compact Cars,Automatic 4-spd,4,2,Regular,18,26,21
1985,Dodge,B150/B250 Wagon 2WD,Vans,Automatic 3-spd,8,5.2,Regular,12,15,13
1993,Volkswagen,Jetta III,Compact Cars,Manual 5-spd,4,2,Regular,20,28,23
1993,Volvo,240,Compact Cars,Automatic 4-spd,4,2.3,Regular,18,23,20
1993,Volvo,240,Compact Cars,Manual 5-spd,4,2.3,Regular,19,26,21
1993,Audi,100,Midsize Cars,Automatic 4-spd,6,2.8,Premium,17,22,19
1993,Audi,100,Midsize Cars,Manual 5-spd,6,2.8,Premium,17,24,19
1993,BMW,740i,Midsize Cars,Automatic 5-spd,8,4,Premium,14,20,16
1993,BMW,740il,Midsize Cars,Automatic 5-spd,8,4,Premium,14,20,16
1993,BMW,750il,Midsize Cars,Automatic 4-spd,12,5,Regular,11,17,13
1993,Buick,Century,Midsize Cars,Automatic 3-spd,4,2.2,Regular,21,28,23
1993,Buick,Century,Midsize Cars,Automatic 3-spd,6,3.3,Regular,17,24,19
1985,Dodge,B150/B250 Wagon 2WD,Vans,Manual 4-spd,8,5.2,Regular,11,17,13
1993,Buick,Century,Midsize Cars,Automatic 4-spd,6,3.3,Regular,18,26,21
1993,Buick,Regal,Midsize Cars,Automatic 3-spd,6,3.1,Regular,17,25,20
1993,Buick,Regal,Midsize Cars,Automatic 4-spd,6,3.1,Regular,17,27,20
1993,Buick,Regal,Midsize Cars,Automatic 4-spd,6,3.8,Regular,17,26,20
1993,Buick,Riviera,Midsize Cars,Automatic 4-spd,6,3.8,Regular,17,25,20
1993,Cadillac,Eldorado,Midsize Cars,Automatic 4-spd,8,4.6,Premium,15,23,18
1993,Cadillac,Eldorado,Midsize Cars,Automatic 4-spd,8,4.9,Premium,15,23,17
1993,Cadillac,Seville,Midsize Cars,Automatic 4-spd,8,4.6,Premium,15,23,18
1993,Cadillac,Seville,Midsize Cars,Automatic 4-spd,8,4.9,Premium,15,23,17
1993,Chevrolet,Lumina,Midsize Cars,Automatic 3-spd,4,2.2,Regular,18,26,21
1985,Dodge,B150/B250 Wagon 2WD,Vans,Manual 4-spd,8,5.2,Regular,11,17,13
1993,Chevrolet,Lumina,Midsize Cars,Automatic 3-spd,6,3.1,Regular,17,25,20
1993,Chevrolet,Lumina,Midsize Cars,Automatic 4-spd,6,3.1,Regular,17,27,20
1993,Chevrolet,Lumina,Midsize Cars,Automatic 4-spd,6,3.4,Regular,15,24,18
1993,Chevrolet,Lumina,Midsize Cars,Manual 5-spd,6,3.4,Regular,15,24,18
1993,Chrysler,New Yorker,Midsize Cars,Automatic 4-spd,6,3.3,Regular,18,24,20
1993,CX Automotive,XM v6,Midsize Cars,Manual 5-spd,6,3,Premium,13,19,15
1993,CX Automotive,XM v6a,Midsize Cars,Automatic 4-spd,6,3,Premium,13,19,15
1993,Nissan,Maxima,Midsize Cars,Automatic 4-spd,6,3,Premium,17,23,19
1993,Nissan,Maxima,Midsize Cars,Automatic 4-spd,6,3,Premium,17,24,19
1993,Nissan,Maxima,Midsize Cars,Manual 5-spd,6,3,Premium,18,24,20
1985,Dodge,B150/B250 Wagon 2WD,Vans,Automatic 3-spd,8,5.9,Regular,9,11,10
1993,Dodge,Dynasty,Midsize Cars,Automatic 3-spd,4,2.5,Regular,18,24,21
1993,Dodge,Dynasty,Midsize Cars,Automatic 4-spd,6,3,Regular,18,26,21
1993,Dodge,Dynasty,Midsize Cars,Automatic 4-spd,6,3.3,Regular,18,24,20
1993,Dodge,Spirit,Midsize Cars,Automatic 3-spd,4,2.5,Regular,19,24,21
1993,Dodge,Spirit,Midsize Cars,Automatic 3-spd,4,2.5,Regular,21,26,23
1993,Dodge,Spirit,Midsize Cars,Manual 5-spd,4,2.5,Regular,22,29,25
1993,Dodge,Spirit,Midsize Cars,Automatic 3-spd,6,3,Regular,18,24,20
1993,Dodge,Spirit,Midsize Cars,Automatic 4-spd,6,3,Regular,18,26,21
1993,Ford,Taurus,Midsize Cars,Automatic 4-spd,6,3,Regular,18,27,21
1993,Ford,Taurus SHO,Midsize Cars,Manual 5-spd,6,3,Premium,16,24,19
1985,Dodge,B350 Wagon 2WD,Vans,Automatic 3-spd,8,5.2,Regular,10,11,10
1993,Ford,Taurus,Midsize Cars,Automatic 4-spd,6,3.8,Regular,17,25,20
1993,Ford,Thunderbird,Midsize Cars,Automatic 4-spd,6,3.8,Regular,17,24,20
1993,Ford,Thunderbird,Midsize Cars,Automatic 4-spd,6,3.8,Premium,15,21,17
1993,Ford,Thunderbird,Midsize Cars,Manual 5-spd,6,3.8,Premium,15,22,18
1993,Ford,Thunderbird,Midsize Cars,Automatic 4-spd,8,5,Regular,15,22,18
1993,Hyundai,Sonata,Midsize Cars,Automatic 4-spd,4,2,Regular,18,25,20
1993,Hyundai,Sonata,Midsize Cars,Manual 5-spd,4,2,Regular,18,24,20
1993,Hyundai,Sonata,Midsize Cars,Automatic 4-spd,6,3,Regular,16,22,18
1993,Infiniti,Q45,Midsize Cars,Automatic 4-spd,8,4.5,Premium,15,20,17
1993,Infiniti,Q45 Full-Active Suspension,Midsize Cars,Automatic 4-spd,8,4.5,Premium,14,18,15
1985,Dodge,B350 Wagon 2WD,Vans,Automatic 3-spd,8,5.2,Regular,10,11,10
1993,Lexus,LS 400,Midsize Cars,Automatic 4-spd,8,4,Premium,16,22,18
1993,Mercury,Cougar,Midsize Cars,Automatic 4-spd,6,3.8,Regular,17,24,19
1993,Mercury,Cougar,Midsize Cars,Automatic 4-spd,8,5,Regular,15,22,18
1993,Mercury,Sable,Midsize Cars,Automatic 4-spd,6,3,Regular,18,27,21
1993,Mercury,Sable,Midsize Cars,Automatic 4-spd,6,3.8,Regular,17,25,20
1993,Mazda,626,Midsize Cars,Automatic 4-spd,4,2,Regular,21,28,23
1993,Mazda,626,Midsize Cars,Manual 5-spd,4,2,Regular,23,31,26
1993,Mazda,626,Midsize Cars,Automatic 4-spd,6,2.5,Premium,17,23,19
1993,Mazda,626,Midsize Cars,Manual 5-spd,6,2.5,Premium,18,24,20
1993,Mazda,929,Midsize Cars,Automatic 4-spd,6,3,Premium,17,22,19
1985,Dodge,B350 Wagon 2WD,Vans,Automatic 3-spd,8,5.9,Regular,9,10,10
1993,Oldsmobile,Cutlass Ciera,Midsize Cars,Automatic 3-spd,4,2.2,Regular,21,28,23
1993,Oldsmobile,Cutlass Ciera,Midsize Cars,Automatic 3-spd,6,3.3,Regular,17,24,19
1993,Oldsmobile,Cutlass Ciera,Midsize Cars,Automatic 4-spd,6,3.3,Regular,18,26,21
1993,Oldsmobile,Cutlass Supreme,Midsize Cars,Automatic 3-spd,6,3.1,Regular,17,25,20
1993,Oldsmobile,Cutlass Supreme,Midsize Cars,Automatic 4-spd,6,3.1,Regular,17,27,20
1993,Oldsmobile,Cutlass Supreme,Midsize Cars,Automatic 4-spd,6,3.4,Regular,15,24,18
1993,Oldsmobile,Cutlass Supreme,Midsize Cars,Manual 5-spd,6,3.4,Regular,15,24,18
1993,Oldsmobile,Toronado,Midsize Cars,Automatic 4-spd,6,3.8,Regular,17,25,20
1993,Plymouth,Acclaim,Midsize Cars,Automatic 3-spd,4,2.5,Regular,19,24,21
1993,Plymouth,Acclaim,Midsize Cars,Automatic 3-spd,4,2.5,Regular,21,26,23
1985,Ford,E150 Club Wagon,Vans,Automatic 3-spd,6,4.9,Regular,12,15,13
1993,Plymouth,Acclaim,Midsize Cars,Manual 5-spd,4,2.5,Regular,22,29,25
1993,Plymouth,Acclaim,Midsize Cars,Automatic 3-spd,6,3,Regular,18,24,20
1993,Plymouth,Acclaim,Midsize Cars,Automatic 4-spd,6,3,Regular,18,26,21
1993,Pontiac,Grand Prix,Midsize Cars,Automatic 3-spd,6,3.1,Regular,17,25,20
1993,Pontiac,Grand Prix,Midsize Cars,Automatic 4-spd,6,3.1,Regular,17,27,20
1993,Pontiac,Grand Prix,Midsize Cars,Automatic 4-spd,6,3.4,Regular,15,24,18
1993,Pontiac,Grand Prix,Midsize Cars,Manual 5-spd,6,3.4,Regular,15,24,18
1993,Rolls-Royce,Brooklands/Brklnds L,Midsize Cars,Automatic 4-spd,8,6.8,Premium,9,13,11
1993,Rolls-Royce,Turbo R/Turbo R(lwb),Midsize Cars,Automatic 4-spd,8,6.8,Premium,10,15,11
1993,Rolls-Royce,Silver Spirit II/Silver Spur,Midsize Cars,Automatic 4-spd,8,6.8,Premium,9,13,11
1985,Ford,E150 Club Wagon,Vans,Automatic 4-spd,6,4.9,Regular,13,17,14
1993,Toyota,Camry,Midsize Cars,Automatic 4-spd,4,2.2,Regular,18,26,21
1993,Toyota,Camry,Midsize Cars,Manual 5-spd,4,2.2,Regular,19,27,22
1993,Toyota,Camry,Midsize Cars,Automatic 4-spd,6,3,Regular,16,22,19
1993,Toyota,Camry,Midsize Cars,Manual 5-spd,6,3,Regular,16,22,18
1993,Volkswagen,Passat,Midsize Cars,Automatic 4-spd,4,2,Regular,18,26,21
1993,Volkswagen,Passat,Midsize Cars,Manual 5-spd,4,2,Regular,18,28,22
1993,Volkswagen,Passat,Midsize Cars,Automatic 4-spd,6,2.8,Regular,15,22,18
1993,Volkswagen,Passat,Midsize Cars,Manual 5-spd,6,2.8,Regular,17,25,20
1993,Volvo,850,Midsize Cars,Automatic 4-spd,5,2.4,Regular,18,26,21
1993,Volvo,850,Midsize Cars,Manual 5-spd,5,2.4,Regular,18,27,21
1985,Dodge,Charger,Subcompact Cars,Manual 5-spd,4,2.2,Premium,18,27,21
1985,Ford,E150 Club Wagon,Vans,Manual 4-spd,6,4.9,Regular,15,17,16
1993,Volvo,940,Midsize Cars,Automatic 4-spd,4,2.3,Regular,17,22,19
1993,Volvo,940,Midsize Cars,Automatic 4-spd,4,2.3,Regular,17,25,20
1993,Volvo,960,Midsize Cars,Automatic 4-spd,6,2.9,Regular,15,23,18
1993,Buick,LeSabre,Large Cars,Automatic 4-spd,6,3.8,Regular,17,26,20
1993,Buick,Park Avenue,Large Cars,Automatic 4-spd,6,3.8,Premium,15,25,18
1993,Buick,Park Avenue,Large Cars,Automatic 4-spd,6,3.8,Regular,17,25,20
1993,Buick,Roadmaster,Large Cars,Automatic 4-spd,8,5.7,Regular,15,23,17
1993,Cadillac,DeVille/60 Special,Large Cars,Automatic 4-spd,8,4.9,Premium,15,23,17
1993,Cadillac,Fleetwood,Large Cars,Automatic 4-spd,8,5.7,Regular,15,23,17
1993,Chevrolet,Caprice,Large Cars,Automatic 4-spd,6,4.3,Regular,16,24,19
1985,Ford,E150 Club Wagon,Vans,Automatic 4-spd,8,5,Regular,11,14,12
1993,Chevrolet,Caprice,Large Cars,Automatic 4-spd,8,5,Regular,15,24,18
1993,Chevrolet,Caprice,Large Cars,Automatic 4-spd,8,5.7,Regular,15,23,17
1993,Chrysler,Concorde,Large Cars,Automatic 4-spd,6,3.3,Regular,18,26,21
1993,Chrysler,Concorde,Large Cars,Automatic 4-spd,6,3.5,Regular,16,24,19
1993,Chrysler,Fifth Avenue/Imperial,Large Cars,Automatic 4-spd,6,3.3,Regular,18,24,20
1993,Chrysler,Fifth Avenue/Imperial,Large Cars,Automatic 4-spd,6,3.8,Regular,17,24,19
1993,Dodge,Intrepid,Large Cars,Automatic 4-spd,6,3.3,Regular,18,26,21
1993,Dodge,Intrepid,Large Cars,Automatic 4-spd,6,3.5,Regular,16,24,19
1993,Eagle,Vision,Large Cars,Automatic 4-spd,6,3.3,Regular,18,26,21
1993,Eagle,Vision,Large Cars,Automatic 4-spd,6,3.5,Regular,16,24,19
1985,Ford,E150 Club Wagon,Vans,Automatic 3-spd,8,5.8,Regular,10,12,11
1993,Ford,LTD Crown Victoria,Large Cars,Automatic 4-spd,8,4.6,Regular,16,24,19
1993,Lincoln,Continental,Large Cars,Automatic 4-spd,6,3.8,Regular,15,24,18
1993,Mercury,Grand Marquis,Large Cars,Automatic 4-spd,8,4.6,Regular,16,24,19
1993,Lincoln,Town Car,Large Cars,Automatic 4-spd,8,4.6,Regular,16,24,19
1993,Mercedes-Benz,300SD,Large Cars,Automatic 4-spd,6,3.5,Diesel,18,22,19
1993,Mercedes-Benz,300SE,Large Cars,Automatic 5-spd,6,3.2,Premium,14,18,15
1993,Mercedes-Benz,400SEL,Large Cars,Automatic 4-spd,8,4.2,Premium,13,17,14
1993,Mercedes-Benz,500SEL,Large Cars,Automatic 4-spd,8,5,Premium,12,16,13
1993,Oldsmobile,Eighty-Eight,Large Cars,Automatic 4-spd,6,3.8,Regular,17,26,20
1993,Oldsmobile,Ninety-Eight,Large Cars,Automatic 4-spd,6,3.8,Regular,17,25,20
1985,GMC,G15/25 Rally 2WD,Vans,Automatic 3-spd,6,4.3,Regular,14,16,15
1993,Oldsmobile,Ninety-Eight,Large Cars,Automatic 4-spd,6,3.8,Premium,15,25,18
1993,Pontiac,Bonneville,Large Cars,Automatic 4-spd,6,3.8,Premium,15,23,18
1993,Pontiac,Bonneville,Large Cars,Automatic 4-spd,6,3.8,Regular,17,26,20
1993,Rolls-Royce,Silver Spur II Mpw Touring L,Large Cars,Automatic 4-spd,8,6.8,Premium,9,13,11
1993,Saab,9000,Large Cars,Automatic 4-spd,4,2.3,Regular,15,23,18
1993,Saab,9000,Large Cars,Automatic 4-spd,4,2.3,Regular,16,22,18
1993,Saab,9000,Large Cars,Manual 5-spd,4,2.3,Regular,17,24,19
1993,Saab,9000,Large Cars,Manual 5-spd,4,2.3,Regular,17,25,20
1993,Audi,100 quattro Wagon,Small Station Wagons,Automatic 4-spd,6,2.8,Premium,16,20,18
1993,BMW,525i Touring,Small Station Wagons,Automatic 4-spd,6,2.5,Premium,16,23,19
1985,GMC,G15/25 Rally 2WD,Vans,Automatic 4-spd,6,4.3,Regular,15,17,16
1993,Chevrolet,Cavalier Wagon,Small Station Wagons,Automatic 3-spd,4,2.2,Regular,21,28,23
1993,Chevrolet,Cavalier Wagon,Small Station Wagons,Automatic 3-spd,6,3.1,Regular,18,26,21
1993,CX Automotive,XM v6 Break,Small Station Wagons,Automatic 4-spd,6,3,Premium,13,19,15
1993,Ford,Escort Wagon,Small Station Wagons,Automatic 4-spd,4,1.9,Regular,22,30,25
1993,Ford,Escort Wagon,Small Station Wagons,Manual 5-spd,4,1.9,Regular,25,33,28
1993,Honda,Accord Wagon,Small Station Wagons,Automatic 4-spd,4,2.2,Regular,18,24,21
1993,Honda,Accord Wagon,Small Station Wagons,Manual 5-spd,4,2.2,Regular,20,26,22
1993,Mercury,Tracer Wagon,Small Station Wagons,Automatic 4-spd,4,1.9,Regular,22,30,25
1993,Mercury,Tracer Wagon,Small Station Wagons,Manual 5-spd,4,1.9,Regular,25,33,28
1993,Saturn,SW,Small Station Wagons,Automatic 4-spd,4,1.9,Regular,22,32,26
1985,GMC,G15/25 Rally 2WD,Vans,Manual 3-spd,6,4.3,Regular,14,17,15
1993,Saturn,SW,Small Station Wagons,Automatic 4-spd,4,1.9,Regular,21,30,24
1993,Saturn,SW,Small Station Wagons,Manual 5-spd,4,1.9,Regular,24,33,28
1993,Saturn,SW,Small Station Wagons,Manual 5-spd,4,1.9,Regular,21,32,25
1993,Subaru,Legacy Wagon,Small Station Wagons,Automatic 4-spd,4,2.2,Regular,19,26,22
1993,Subaru,Legacy Wagon,Small Station Wagons,Manual 5-spd,4,2.2,Regular,20,28,23
1993,Subaru,Legacy Wagon AWD,Small Station Wagons,Automatic 4-spd,4,2.2,Regular,18,24,21
1993,Subaru,Legacy Wagon AWD,Small Station Wagons,Manual 5-spd,4,2.2,Regular,18,24,21
1993,Subaru,Legacy Wagon AWD Turbo,Small Station Wagons,Automatic 4-spd,4,2.2,Premium,16,21,18
1993,Subaru,Loyale Wagon,Small Station Wagons,Automatic 3-spd,4,1.8,Regular,21,24,22
1993,Subaru,Loyale Wagon,Small Station Wagons,Manual 5-spd,4,1.8,Regular,22,28,24
1985,GMC,G15/25 Rally 2WD,Vans,Automatic 3-spd,8,5,Regular,11,12,12
1993,Toyota,Corolla Wagon,Small Station Wagons,Automatic 4-spd,4,1.8,Regular,23,30,25
1993,Toyota,Corolla Wagon,Small Station Wagons,Manual 5-spd,4,1.8,Regular,23,30,26
1993,Buick,Century Wagon,Midsize-Large Station Wagons,Automatic 3-spd,4,2.2,Regular,18,26,21
1993,Buick,Century Wagon,Midsize-Large Station Wagons,Automatic 3-spd,6,3.3,Regular,17,24,19
1993,Buick,Century Wagon,Midsize-Large Station Wagons,Automatic 4-spd,6,3.3,Regular,18,26,21
1993,Eagle,Summit Wagon,Midsize-Large Station Wagons,Automatic 4-spd,4,1.8,Regular,18,23,20
1993,Eagle,Summit Wagon,Midsize-Large Station Wagons,Automatic 4-spd,4,1.8,Regular,21,26,23
1993,Eagle,Summit Wagon,Midsize-Large Station Wagons,Manual 5-spd,4,1.8,Regular,19,24,21
1993,Eagle,Summit Wagon,Midsize-Large Station Wagons,Manual 5-spd,4,1.8,Regular,21,26,23
1993,Eagle,Summit Wagon,Midsize-Large Station Wagons,Automatic 4-spd,4,2.4,Regular,17,22,19
1985,GMC,G15/25 Rally 2WD,Vans,Automatic 4-spd,8,5,Regular,12,16,14
1993,Eagle,Summit Wagon,Midsize-Large Station Wagons,Automatic 4-spd,4,2.4,Regular,18,24,20
1993,Eagle,Summit Wagon,Midsize-Large Station Wagons,Manual 5-spd,4,2.4,Regular,17,22,19
1993,Eagle,Summit Wagon,Midsize-Large Station Wagons,Manual 5-spd,4,2.4,Regular,19,26,21
1993,Ford,Taurus Wagon,Midsize-Large Station Wagons,Automatic 4-spd,6,3,Regular,18,27,21
1993,Ford,Taurus Wagon,Midsize-Large Station Wagons,Automatic 4-spd,6,3.8,Regular,17,25,20
1993,Mercury,Sable Wagon,Midsize-Large Station Wagons,Automatic 4-spd,6,3,Regular,18,27,21
1993,Mercury,Sable Wagon,Midsize-Large Station Wagons,Automatic 4-spd,6,3.8,Regular,17,25,20
1993,Mitsubishi,Expo,Midsize-Large Station Wagons,Automatic 4-spd,4,2.4,Regular,17,22,19
1993,Mitsubishi,Expo,Midsize-Large Station Wagons,Automatic 4-spd,4,2.4,Regular,18,24,20
1993,Mitsubishi,Expo,Midsize-Large Station Wagons,Manual 5-spd,4,2.4,Regular,17,22,19
1985,GMC,G15/25 Rally 2WD,Vans,Automatic 4-spd,8,5.7,Regular,11,16,13
1993,Mitsubishi,Expo,Midsize-Large Station Wagons,Manual 5-spd,4,2.4,Regular,19,26,21
1993,Mitsubishi,Expo.LRV,Midsize-Large Station Wagons,Automatic 4-spd,4,1.8,Regular,21,26,23
1993,Mitsubishi,Expo.LRV,Midsize-Large Station Wagons,Automatic 4-spd,4,1.8,Regular,18,23,20
1993,Mitsubishi,Expo.LRV,Midsize-Large Station Wagons,Manual 5-spd,4,1.8,Regular,21,26,23
1993,Mitsubishi,Expo.LRV,Midsize-Large Station Wagons,Manual 5-spd,4,1.8,Regular,19,24,21
1993,Mitsubishi,Expo.LRV,Midsize-Large Station Wagons,Automatic 4-spd,4,2.4,Regular,18,24,20
1993,Mitsubishi,Expo.LRV,Midsize-Large Station Wagons,Automatic 4-spd,4,2.4,Regular,17,22,19
1993,Mitsubishi,Expo.LRV,Midsize-Large Station Wagons,Manual 5-spd,4,2.4,Regular,19,26,21
1993,Mitsubishi,Expo.LRV,Midsize-Large Station Wagons,Manual 5-spd,4,2.4,Regular,17,22,19
1993,Oldsmobile,Cutlass Cruiser,Midsize-Large Station Wagons,Automatic 3-spd,4,2.2,Regular,18,26,21
1985,GMC,G15/25 Rally 2WD,Vans,Automatic 4-spd,8,6.2,Diesel,15,22,18
1993,Oldsmobile,Cutlass Cruiser,Midsize-Large Station Wagons,Automatic 3-spd,6,3.3,Regular,17,24,19
1993,Oldsmobile,Cutlass Cruiser,Midsize-Large Station Wagons,Automatic 4-spd,6,3.3,Regular,18,26,21
1993,Mitsubishi,Diamante Wagon,Midsize-Large Station Wagons,Automatic 4-spd,6,3,Premium,17,23,19
1993,Plymouth,Colt Vista,Midsize-Large Station Wagons,Automatic 4-spd,4,1.8,Regular,21,26,23
1993,Plymouth,Colt Vista,Midsize-Large Station Wagons,Automatic 4-spd,4,1.8,Regular,18,23,20
1993,Plymouth,Colt Vista,Midsize-Large Station Wagons,Manual 5-spd,4,1.8,Regular,21,26,23
1993,Plymouth,Colt Vista,Midsize-Large Station Wagons,Manual 5-spd,4,1.8,Regular,19,24,21
1993,Plymouth,Colt Vista,Midsize-Large Station Wagons,Automatic 4-spd,4,2.4,Regular,17,22,19
1993,Plymouth,Colt Vista,Midsize-Large Station Wagons,Automatic 4-spd,4,2.4,Regular,18,24,20
1993,Plymouth,Colt Vista,Midsize-Large Station Wagons,Manual 5-spd,4,2.4,Regular,17,22,19
1985,Dodge,Charger,Subcompact Cars,Manual 5-spd,4,2.2,Premium,17,26,20
1985,GMC,G15/25 Rally 2WD,Vans,Manual 4-spd,8,6.2,Diesel,16,19,17
1993,Plymouth,Colt Vista,Midsize-Large Station Wagons,Manual 5-spd,4,2.4,Regular,19,26,21
1993,Toyota,Camry Wagon,Midsize-Large Station Wagons,Automatic 4-spd,4,2.2,Regular,18,26,21
1993,Toyota,Camry Wagon,Midsize-Large Station Wagons,Automatic 4-spd,6,3,Regular,16,22,19
1993,Volkswagen,Passat Wagon,Midsize-Large Station Wagons,Automatic 4-spd,4,2,Regular,18,26,21
1993,Volkswagen,Passat Wagon,Midsize-Large Station Wagons,Manual 5-spd,4,2,Regular,18,28,22
1993,Volkswagen,Passat Wagon,Midsize-Large Station Wagons,Automatic 4-spd,6,2.8,Regular,15,22,18
1993,Volkswagen,Passat Wagon,Midsize-Large Station Wagons,Manual 5-spd,6,2.8,Regular,17,25,20
1993,Volvo,240 Wagon,Midsize-Large Station Wagons,Automatic 4-spd,4,2.3,Regular,18,23,20
1993,Volvo,240 Wagon,Midsize-Large Station Wagons,Manual 5-spd,4,2.3,Regular,18,25,21
1993,Volvo,940 Wagon,Midsize-Large Station Wagons,Automatic 4-spd,4,2.3,Regular,17,22,19
1985,GMC,G35 Rally 2WD,Vans,Automatic 4-spd,8,5.7,Regular,10,12,11
1993,Volvo,940 Wagon,Midsize-Large Station Wagons,Automatic 4-spd,4,2.3,Regular,17,25,20
1993,Volvo,960 Wagon,Midsize-Large Station Wagons,Automatic 4-spd,6,2.9,Regular,15,23,18
1993,Buick,Roadmaster Wagon,Midsize-Large Station Wagons,Automatic 4-spd,8,5.7,Regular,15,23,17
1993,Chevrolet,Caprice Wagon,Midsize-Large Station Wagons,Automatic 4-spd,8,5,Regular,15,23,18
1993,Chevrolet,Caprice Wagon,Midsize-Large Station Wagons,Automatic 4-spd,8,5.7,Regular,15,23,17
1993,Chevrolet,S10 Pickup 2WD,Small Pickup Trucks,Automatic 4-spd,4,2.5,Regular,18,24,20
1993,Chevrolet,S10 Pickup 2WD,Small Pickup Trucks,Manual 5-spd,4,2.5,Regular,20,25,22
1993,Chevrolet,S10 Pickup 2WD,Small Pickup Trucks,Manual 5-spd,6,2.8,Regular,17,23,19
1993,Chevrolet,S10 Pickup 2WD,Small Pickup Trucks,Automatic 4-spd,6,4.3,Regular,16,21,18
1993,Chevrolet,S10 Pickup 2WD,Small Pickup Trucks,Manual 5-spd,6,4.3,Regular,16,22,18
1985,GMC,Safari 2WD (passenger),Vans,Automatic 4-spd,4,2.5,Regular,18,24,20
1993,Nissan,Truck 2WD,Small Pickup Trucks,Automatic 4-spd,4,2.4,Regular,18,24,20
1993,Nissan,Truck 2WD,Small Pickup Trucks,Manual 5-spd,4,2.4,Regular,21,25,22
1993,Nissan,Truck 2WD,Small Pickup Trucks,Manual 5-spd,6,3,Regular,17,21,18
1993,Dodge,Ram 50 Pickup 2WD,Small Pickup Trucks,Automatic 4-spd,4,2.4,Regular,17,21,19
1993,Dodge,Ram 50 Pickup 2WD,Small Pickup Trucks,Manual 5-spd,4,2.4,Regular,17,22,19
1993,GMC,Sonoma 2WD,Small Pickup Trucks,Automatic 4-spd,4,2.5,Regular,18,24,20
1993,GMC,Sonoma 2WD,Small Pickup Trucks,Manual 5-spd,4,2.5,Regular,20,25,22
1993,GMC,Sonoma 2WD,Small Pickup Trucks,Manual 5-spd,6,2.8,Regular,17,23,19
1993,GMC,Sonoma 2WD,Small Pickup Trucks,Automatic 4-spd,6,4.3,Regular,16,21,18
1993,GMC,Sonoma 2WD,Small Pickup Trucks,Automatic 4-spd,6,4.3,Premium,15,22,18
